transaction_id,customer_id,transaction_amount,transaction_type,transaction_date,transaction_hour,is_weekend,month,quarter,is_large_txn
TXN011877,CUST0435,9762.05,deposit,2023-10-01,16,1,10,4,1
TXN011878,CUST0435,3726.03,bill_payment,2024-08-28,20,0,8,3,0
TXN011879,CUST0435,7227.85,investment,2024-05-14,4,0,5,2,1
TXN011880,CUST0435,819.88,transfer,2023-08-23,17,0,8,3,0
TXN011881,CUST0435,7078.65,deposit,2024-11-20,5,0,11,4,1
TXN011882,CUST0435,1820.65,transfer,2024-03-20,20,0,3,1,0
TXN011883,CUST0435,1403.46,investment,2023-11-05,17,1,11,4,0
TXN011884,CUST0435,2976.54,investment,2024-12-27,12,0,12,4,0
TXN011885,CUST0435,8754.52,transfer,2023-08-27,15,1,8,3,1
TXN011886,CUST0435,9300.39,investment,2024-04-24,15,0,4,2,1
TXN011887,CUST0435,4166.6,investment,2024-10-20,23,1,10,4,0
TXN011888,CUST0435,6720.64,investment,2023-07-23,4,1,7,3,1
TXN011889,CUST0435,3693.31,transfer,2023-01-06,2,0,1,1,0
TXN011890,CUST0435,65.7,bill_payment,2024-01-11,8,0,1,1,0
TXN011891,CUST0435,7370.51,withdrawal,2023-12-30,7,1,12,4,1
TXN011892,CUST0435,2198.99,transfer,2023-01-12,19,0,1,1,0
TXN011893,CUST0435,1125.08,investment,2023-10-06,18,0,10,4,0
TXN011894,CUST0435,8299.16,investment,2024-07-29,22,0,7,3,1
TXN011895,CUST0436,2934.28,bill_payment,2024-06-12,7,0,6,2,0
TXN011896,CUST0436,9066.2,bill_payment,2023-09-02,6,1,9,3,1
TXN011897,CUST0436,6310.35,transfer,2023-04-25,0,0,4,2,1
TXN011898,CUST0436,220.72,investment,2023-05-27,0,1,5,2,0
TXN011899,CUST0436,1071.63,investment,2023-02-21,21,0,2,1,0
TXN011900,CUST0436,6076.17,withdrawal,2023-01-08,2,1,1,1,1
TXN011901,CUST0436,134.51,transfer,2023-04-29,11,1,4,2,0
TXN011902,CUST0436,4687.25,investment,2024-01-18,13,0,1,1,0
TXN011903,CUST0436,8520.24,deposit,2023-06-22,6,0,6,2,1
TXN011904,CUST0436,3063.51,investment,2023-09-16,23,1,9,3,0
TXN011905,CUST0436,9391.33,withdrawal,2023-10-22,10,1,10,4,1
TXN011906,CUST0436,9266.42,transfer,2023-08-07,20,0,8,3,1
TXN011907,CUST0436,8925.94,transfer,2024-05-05,0,1,5,2,1
TXN011908,CUST0436,8955.4,withdrawal,2024-06-11,17,0,6,2,1
TXN011909,CUST0436,6355.76,investment,2023-05-29,17,0,5,2,1
TXN011910,CUST0436,811.03,bill_payment,2023-04-10,14,0,4,2,0
TXN011911,CUST0436,5816.37,deposit,2024-10-30,10,0,10,4,1
TXN011912,CUST0436,5358.45,investment,2024-12-01,0,1,12,4,1
TXN011913,CUST0436,7914.59,withdrawal,2024-05-17,4,0,5,2,1
TXN011914,CUST0436,3082.65,deposit,2024-05-11,7,1,5,2,0
TXN011915,CUST0436,2949.24,transfer,2023-12-24,17,1,12,4,0
TXN011916,CUST0436,8149.31,bill_payment,2023-11-09,13,0,11,4,1
TXN011917,CUST0436,4444.62,investment,2023-08-08,1,0,8,3,0
TXN011918,CUST0436,2002.07,withdrawal,2023-08-03,7,0,8,3,0
TXN011919,CUST0436,4819.74,withdrawal,2023-06-08,9,0,6,2,0
TXN011920,CUST0436,2398.27,transfer,2024-09-16,4,0,9,3,0
TXN011921,CUST0436,293.84,transfer,2024-05-03,12,0,5,2,0
TXN011922,CUST0436,5500.91,transfer,2023-12-28,19,0,12,4,1
TXN011923,CUST0436,3673.4,transfer,2023-07-04,1,0,7,3,0
TXN011924,CUST0437,1215.66,withdrawal,2023-08-30,16,0,8,3,0
TXN011925,CUST0437,3549.11,investment,2023-04-12,8,0,4,2,0
TXN011926,CUST0437,8179.39,deposit,2024-07-03,23,0,7,3,1
TXN011927,CUST0437,2539.04,deposit,2024-11-29,21,0,11,4,0
TXN011928,CUST0437,7106.8,investment,2024-06-12,15,0,6,2,1
TXN011929,CUST0437,6361.33,bill_payment,2023-08-19,8,1,8,3,1
TXN011930,CUST0437,5867.05,deposit,2024-08-15,8,0,8,3,1
TXN011931,CUST0437,4978.56,transfer,2024-11-03,2,1,11,4,0
TXN011932,CUST0437,7222.67,deposit,2024-06-30,4,1,6,2,1
TXN011933,CUST0437,4070.32,deposit,2023-10-31,2,0,10,4,0
TXN011934,CUST0437,958.4,bill_payment,2023-10-19,6,0,10,4,0
TXN011935,CUST0437,4383.98,transfer,2023-12-26,23,0,12,4,0
TXN011936,CUST0437,597.56,bill_payment,2023-09-11,10,0,9,3,0
TXN011937,CUST0437,7551.74,transfer,2023-11-26,22,1,11,4,1
TXN011938,CUST0437,2915.0,withdrawal,2024-02-05,17,0,2,1,0
TXN011939,CUST0438,8548.85,deposit,2023-09-29,20,0,9,3,1
TXN011940,CUST0438,9780.75,bill_payment,2023-12-28,21,0,12,4,1
TXN011941,CUST0438,574.61,investment,2023-04-24,14,0,4,2,0
TXN011942,CUST0438,1358.81,investment,2023-09-15,21,0,9,3,0
TXN011943,CUST0438,6194.08,withdrawal,2024-10-23,13,0,10,4,1
TXN011944,CUST0438,1374.85,transfer,2024-02-29,20,0,2,1,0
TXN011945,CUST0438,6392.13,deposit,2024-01-10,3,0,1,1,1
TXN011946,CUST0438,5129.87,deposit,2024-08-30,5,0,8,3,1
TXN011947,CUST0438,3177.88,transfer,2024-04-03,14,0,4,2,0
TXN011948,CUST0438,4120.78,transfer,2023-10-09,18,0,10,4,0
TXN011949,CUST0438,1510.11,investment,2024-10-28,11,0,10,4,0
TXN011950,CUST0438,4300.0,bill_payment,2023-01-19,6,0,1,1,0
TXN011951,CUST0439,4160.61,withdrawal,2024-05-01,6,0,5,2,0
TXN011952,CUST0439,4959.58,withdrawal,2024-01-18,5,0,1,1,0
TXN011953,CUST0439,3947.45,transfer,2023-04-11,1,0,4,2,0
TXN011954,CUST0439,6492.14,deposit,2024-05-26,1,1,5,2,1
TXN011955,CUST0439,5309.16,transfer,2024-09-14,0,1,9,3,1
TXN011956,CUST0439,7717.1,withdrawal,2023-09-21,17,0,9,3,1
TXN011957,CUST0439,1500.56,withdrawal,2024-02-06,2,0,2,1,0
TXN011958,CUST0439,4041.9,withdrawal,2023-02-20,22,0,2,1,0
TXN011959,CUST0439,2820.72,bill_payment,2023-11-24,8,0,11,4,0
TXN011960,CUST0439,6035.9,transfer,2024-11-30,12,1,11,4,1
TXN011961,CUST0439,2286.21,bill_payment,2024-02-07,4,0,2,1,0
TXN011962,CUST0439,170.89,bill_payment,2023-04-12,7,0,4,2,0
TXN011963,CUST0439,1678.2,deposit,2023-11-02,16,0,11,4,0
TXN011964,CUST0439,8049.21,bill_payment,2024-08-29,0,0,8,3,1
TXN011965,CUST0439,7649.6,withdrawal,2024-09-24,21,0,9,3,1
TXN011966,CUST0439,2672.55,withdrawal,2024-08-22,19,0,8,3,0
TXN011967,CUST0439,2803.5,bill_payment,2024-12-08,19,1,12,4,0
TXN011968,CUST0439,2197.66,transfer,2023-07-21,22,0,7,3,0
TXN011969,CUST0439,1646.63,bill_payment,2023-12-11,3,0,12,4,0
TXN011970,CUST0440,7052.53,withdrawal,2023-10-26,13,0,10,4,1
TXN011971,CUST0440,4551.06,bill_payment,2023-05-17,2,0,5,2,0
TXN011972,CUST0440,6035.35,investment,2024-06-22,20,1,6,2,1
TXN011973,CUST0440,7348.79,bill_payment,2023-06-11,1,1,6,2,1
TXN011974,CUST0440,4317.0,withdrawal,2023-04-02,18,1,4,2,0
TXN011975,CUST0440,3880.4,bill_payment,2023-04-05,7,0,4,2,0
TXN011976,CUST0440,1212.21,withdrawal,2023-07-10,23,0,7,3,0
TXN011977,CUST0440,6495.85,bill_payment,2024-10-20,14,1,10,4,1
TXN011978,CUST0440,2776.83,investment,2023-12-24,2,1,12,4,0
TXN011979,CUST0440,4870.54,transfer,2023-11-02,23,0,11,4,0
TXN011980,CUST0440,7682.71,deposit,2023-07-02,10,1,7,3,1
TXN011981,CUST0440,9742.96,withdrawal,2023-08-19,14,1,8,3,1
TXN011982,CUST0440,7849.61,investment,2024-02-01,14,0,2,1,1
TXN011983,CUST0440,6962.85,deposit,2024-09-04,4,0,9,3,1
TXN011984,CUST0440,1512.18,bill_payment,2024-04-16,8,0,4,2,0
TXN011985,CUST0440,4099.83,investment,2023-09-08,1,0,9,3,0
TXN011986,CUST0440,395.54,withdrawal,2024-02-15,14,0,2,1,0
TXN011987,CUST0440,9480.7,investment,2024-08-26,5,0,8,3,1
TXN011988,CUST0440,6399.07,withdrawal,2023-08-01,23,0,8,3,1
TXN011989,CUST0440,8754.62,investment,2024-07-22,15,0,7,3,1
TXN011990,CUST0440,7550.24,bill_payment,2024-05-27,21,0,5,2,1
TXN011991,CUST0440,8638.88,transfer,2024-10-04,7,0,10,4,1
TXN011992,CUST0440,751.79,withdrawal,2024-09-29,16,1,9,3,0
TXN011993,CUST0440,8979.0,investment,2024-04-09,3,0,4,2,1
TXN011994,CUST0440,3837.08,withdrawal,2024-01-29,18,0,1,1,0
TXN011995,CUST0441,2206.56,bill_payment,2024-05-03,23,0,5,2,0
TXN011996,CUST0441,9287.47,deposit,2024-11-19,11,0,11,4,1
TXN011997,CUST0441,4627.99,investment,2024-12-03,9,0,12,4,0
TXN011998,CUST0441,5237.98,bill_payment,2023-11-04,0,1,11,4,1
TXN011999,CUST0441,2948.66,investment,2023-02-07,19,0,2,1,0
TXN012000,CUST0441,4571.7,transfer,2024-11-23,21,1,11,4,0
TXN012001,CUST0441,5858.29,withdrawal,2024-08-29,20,0,8,3,1
TXN012002,CUST0441,3885.77,deposit,2024-02-13,13,0,2,1,0
TXN012003,CUST0441,9451.29,investment,2023-06-07,17,0,6,2,1
TXN012004,CUST0441,8875.04,investment,2024-03-31,4,1,3,1,1
TXN012005,CUST0441,5401.43,bill_payment,2024-08-06,12,0,8,3,1
TXN012006,CUST0441,7326.27,bill_payment,2023-08-26,15,1,8,3,1
TXN012007,CUST0441,2314.4,bill_payment,2024-04-08,12,0,4,2,0
TXN012008,CUST0441,8637.35,withdrawal,2024-01-30,4,0,1,1,1
TXN012009,CUST0441,4036.24,withdrawal,2024-05-01,0,0,5,2,0
TXN012010,CUST0441,3684.18,transfer,2024-04-08,8,0,4,2,0
TXN012011,CUST0441,2764.25,investment,2023-01-10,22,0,1,1,0
TXN012012,CUST0441,2322.04,investment,2023-07-20,16,0,7,3,0
TXN012013,CUST0441,986.27,deposit,2024-08-10,14,1,8,3,0
TXN012014,CUST0441,7940.41,withdrawal,2023-11-21,20,0,11,4,1
TXN012015,CUST0441,8107.4,deposit,2023-05-15,20,0,5,2,1
TXN012016,CUST0441,130.09,investment,2024-04-25,15,0,4,2,0
TXN012017,CUST0441,6570.23,investment,2024-05-09,23,0,5,2,1
TXN012018,CUST0441,1244.99,bill_payment,2024-07-03,16,0,7,3,0
TXN012019,CUST0441,4148.35,transfer,2023-06-28,2,0,6,2,0
TXN012020,CUST0441,2617.11,bill_payment,2024-02-29,5,0,2,1,0
TXN012021,CUST0441,1319.73,deposit,2024-07-19,17,0,7,3,0
TXN012022,CUST0441,1716.99,withdrawal,2023-01-27,5,0,1,1,0
TXN012023,CUST0441,2948.89,transfer,2024-11-26,12,0,11,4,0
TXN012024,CUST0441,9724.55,deposit,2024-03-19,13,0,3,1,1
TXN012025,CUST0441,4735.01,deposit,2023-11-30,11,0,11,4,0
TXN012026,CUST0441,3985.95,bill_payment,2024-07-29,5,0,7,3,0
TXN012027,CUST0441,9735.42,transfer,2024-02-18,1,1,2,1,1
TXN012028,CUST0441,5449.46,withdrawal,2023-11-02,16,0,11,4,1
TXN012029,CUST0441,7543.85,withdrawal,2023-07-25,5,0,7,3,1
TXN012030,CUST0441,2658.02,investment,2023-07-22,19,1,7,3,0
TXN012031,CUST0441,1880.55,deposit,2024-08-14,12,0,8,3,0
TXN012032,CUST0441,4557.29,deposit,2024-09-05,8,0,9,3,0
TXN012033,CUST0442,4483.38,transfer,2024-07-25,9,0,7,3,0
TXN012034,CUST0442,2104.76,bill_payment,2023-06-21,10,0,6,2,0
TXN012035,CUST0442,9550.84,investment,2024-08-04,1,1,8,3,1
TXN012036,CUST0442,268.07,bill_payment,2024-11-26,10,0,11,4,0
TXN012037,CUST0442,1551.96,bill_payment,2023-11-04,19,1,11,4,0
TXN012038,CUST0442,2686.11,bill_payment,2023-05-17,12,0,5,2,0
TXN012039,CUST0442,8066.73,transfer,2024-12-05,18,0,12,4,1
TXN012040,CUST0442,7171.25,bill_payment,2024-02-27,8,0,2,1,1
TXN012041,CUST0442,5015.19,deposit,2024-04-27,2,1,4,2,1
TXN012042,CUST0442,4103.79,bill_payment,2024-12-19,1,0,12,4,0
TXN012043,CUST0442,8798.19,withdrawal,2024-05-16,3,0,5,2,1
TXN012044,CUST0442,9247.28,deposit,2023-02-17,14,0,2,1,1
TXN012045,CUST0442,4704.0,bill_payment,2024-08-05,12,0,8,3,0
TXN012046,CUST0442,533.27,deposit,2024-11-15,5,0,11,4,0
TXN012047,CUST0442,6487.04,deposit,2023-01-15,7,1,1,1,1
TXN012048,CUST0442,3086.48,bill_payment,2024-12-06,4,0,12,4,0
TXN012049,CUST0442,1675.86,investment,2023-08-11,7,0,8,3,0
TXN012050,CUST0442,1814.96,transfer,2023-12-18,0,0,12,4,0
TXN012051,CUST0442,1023.31,transfer,2024-09-08,8,1,9,3,0
TXN012052,CUST0442,1867.54,bill_payment,2023-12-11,20,0,12,4,0
TXN012053,CUST0442,7410.68,withdrawal,2023-04-22,0,1,4,2,1
TXN012054,CUST0442,2585.67,transfer,2023-06-23,20,0,6,2,0
TXN012055,CUST0442,2533.13,investment,2023-01-27,2,0,1,1,0
TXN012056,CUST0442,7872.6,investment,2023-07-13,10,0,7,3,1
TXN012057,CUST0442,1601.17,transfer,2023-09-25,22,0,9,3,0
TXN012058,CUST0442,4452.0,deposit,2023-11-17,12,0,11,4,0
TXN012059,CUST0442,7167.14,bill_payment,2023-11-24,17,0,11,4,1
TXN012060,CUST0442,3038.85,bill_payment,2023-08-14,19,0,8,3,0
TXN012061,CUST0442,8287.02,deposit,2023-11-28,20,0,11,4,1
TXN012062,CUST0442,1483.68,bill_payment,2023-06-30,19,0,6,2,0
TXN012063,CUST0442,6767.51,transfer,2024-05-08,15,0,5,2,1
TXN012064,CUST0442,9685.13,deposit,2023-06-06,21,0,6,2,1
TXN012065,CUST0442,2874.69,deposit,2023-07-16,6,1,7,3,0
TXN012066,CUST0442,1020.57,bill_payment,2023-01-11,7,0,1,1,0
TXN012067,CUST0442,5009.02,investment,2023-07-01,11,1,7,3,1
TXN012068,CUST0442,6222.86,investment,2024-06-25,14,0,6,2,1
TXN012069,CUST0442,6592.86,investment,2023-02-10,0,0,2,1,1
TXN012070,CUST0442,5757.29,investment,2024-02-29,23,0,2,1,1
TXN012071,CUST0442,5524.49,deposit,2024-07-14,4,1,7,3,1
TXN012072,CUST0442,723.9,bill_payment,2023-08-17,8,0,8,3,0
TXN012073,CUST0442,597.81,investment,2023-11-07,3,0,11,4,0
TXN012074,CUST0443,6599.17,withdrawal,2023-04-18,8,0,4,2,1
TXN012075,CUST0443,9563.8,investment,2024-03-10,1,1,3,1,1
TXN012076,CUST0443,8994.84,investment,2024-01-30,14,0,1,1,1
TXN012077,CUST0443,5393.79,transfer,2024-06-11,0,0,6,2,1
TXN012078,CUST0443,1013.99,investment,2023-07-13,20,0,7,3,0
TXN012079,CUST0443,6182.74,bill_payment,2024-04-16,1,0,4,2,1
TXN012080,CUST0443,9616.73,withdrawal,2023-12-11,17,0,12,4,1
TXN012081,CUST0443,767.77,transfer,2024-05-26,22,1,5,2,0
TXN012082,CUST0443,3415.31,investment,2024-06-03,23,0,6,2,0
TXN012083,CUST0443,9898.86,withdrawal,2023-09-15,18,0,9,3,1
TXN012084,CUST0443,2306.56,deposit,2024-04-07,23,1,4,2,0
TXN012085,CUST0443,2038.61,bill_payment,2024-04-18,16,0,4,2,0
TXN012086,CUST0443,2535.34,deposit,2023-01-04,2,0,1,1,0
TXN012087,CUST0443,1658.22,withdrawal,2023-09-20,22,0,9,3,0
TXN012088,CUST0443,8869.33,investment,2024-03-03,20,1,3,1,1
TXN012089,CUST0443,7853.56,deposit,2023-11-05,8,1,11,4,1
TXN012090,CUST0443,8142.46,withdrawal,2023-05-17,0,0,5,2,1
TXN012091,CUST0443,9788.3,investment,2023-02-04,11,1,2,1,1
TXN012092,CUST0443,1748.94,bill_payment,2024-07-13,22,1,7,3,0
TXN012093,CUST0443,2602.79,withdrawal,2023-07-14,15,0,7,3,0
TXN012094,CUST0443,6158.77,deposit,2024-06-20,9,0,6,2,1
TXN012095,CUST0443,645.4,deposit,2023-06-21,9,0,6,2,0
TXN012096,CUST0443,3973.83,transfer,2024-03-24,10,1,3,1,0
TXN012097,CUST0443,1698.0,withdrawal,2024-05-13,10,0,5,2,0
TXN012098,CUST0443,1098.94,transfer,2023-03-28,13,0,3,1,0
TXN012099,CUST0443,9292.83,bill_payment,2023-03-13,2,0,3,1,1
TXN012100,CUST0443,2269.03,transfer,2023-07-01,3,1,7,3,0
TXN012101,CUST0443,5728.58,bill_payment,2024-08-18,4,1,8,3,1
TXN012102,CUST0443,8104.95,bill_payment,2023-09-16,22,1,9,3,1
TXN012103,CUST0443,4629.89,deposit,2024-02-13,1,0,2,1,0
TXN012104,CUST0443,6370.17,transfer,2023-08-22,6,0,8,3,1
TXN012105,CUST0443,400.5,deposit,2024-12-25,10,0,12,4,0
TXN012106,CUST0443,9856.75,investment,2024-01-28,3,1,1,1,1
TXN012107,CUST0443,4898.84,withdrawal,2024-04-04,8,0,4,2,0
TXN012108,CUST0443,5653.97,bill_payment,2023-02-27,15,0,2,1,1
TXN012109,CUST0443,1178.18,transfer,2023-12-04,5,0,12,4,0
TXN012110,CUST0443,7186.85,withdrawal,2024-01-29,0,0,1,1,1
TXN012111,CUST0443,8041.59,deposit,2024-11-15,10,0,11,4,1
TXN012112,CUST0443,9470.32,investment,2023-02-26,18,1,2,1,1
TXN012113,CUST0443,6137.18,withdrawal,2023-05-15,6,0,5,2,1
TXN012114,CUST0443,1525.06,investment,2023-02-15,2,0,2,1,0
TXN012115,CUST0443,8785.75,withdrawal,2023-08-18,0,0,8,3,1
TXN012116,CUST0443,7882.3,transfer,2023-09-17,1,1,9,3,1
TXN012117,CUST0443,4102.5,investment,2023-08-10,0,0,8,3,0
TXN012118,CUST0443,6197.98,withdrawal,2024-05-23,6,0,5,2,1
TXN012119,CUST0443,1403.78,bill_payment,2023-02-05,14,1,2,1,0
TXN012120,CUST0443,3356.43,transfer,2023-07-12,4,0,7,3,0
TXN012121,CUST0444,6151.72,deposit,2024-01-14,21,1,1,1,1
TXN012122,CUST0444,5374.33,withdrawal,2024-12-01,10,1,12,4,1
TXN012123,CUST0444,3842.56,investment,2023-12-08,19,0,12,4,0
TXN012124,CUST0444,3800.37,deposit,2023-09-05,1,0,9,3,0
TXN012125,CUST0444,4733.73,withdrawal,2024-10-22,13,0,10,4,0
TXN012126,CUST0444,5352.59,transfer,2023-07-20,14,0,7,3,1
TXN012127,CUST0444,7191.52,transfer,2024-03-05,23,0,3,1,1
TXN012128,CUST0444,5303.69,withdrawal,2023-04-08,1,1,4,2,1
TXN012129,CUST0444,8396.65,investment,2024-02-23,11,0,2,1,1
TXN012130,CUST0444,8829.61,withdrawal,2023-11-22,3,0,11,4,1
TXN012131,CUST0444,7599.09,investment,2023-02-06,6,0,2,1,1
TXN012132,CUST0444,8567.77,bill_payment,2023-03-22,10,0,3,1,1
TXN012133,CUST0444,4724.68,bill_payment,2024-01-27,17,1,1,1,0
TXN012134,CUST0444,6137.61,transfer,2024-12-02,3,0,12,4,1
TXN012135,CUST0444,735.87,transfer,2023-08-05,4,1,8,3,0
TXN012136,CUST0444,6322.58,withdrawal,2024-09-14,21,1,9,3,1
TXN012137,CUST0444,95.74,deposit,2024-06-16,5,1,6,2,0
TXN012138,CUST0444,6302.04,investment,2023-08-06,10,1,8,3,1
TXN012139,CUST0444,2542.52,withdrawal,2024-10-03,19,0,10,4,0
TXN012140,CUST0444,6892.13,transfer,2024-02-14,11,0,2,1,1
TXN012141,CUST0444,440.33,transfer,2023-10-24,16,0,10,4,0
TXN012142,CUST0444,2619.62,transfer,2023-11-28,16,0,11,4,0
TXN012143,CUST0444,5147.53,investment,2023-12-10,20,1,12,4,1
TXN012144,CUST0444,3876.01,deposit,2024-12-12,1,0,12,4,0
TXN012145,CUST0444,5799.45,withdrawal,2023-11-10,17,0,11,4,1
TXN012146,CUST0444,5285.65,investment,2024-05-01,19,0,5,2,1
TXN012147,CUST0444,2892.93,investment,2024-08-15,20,0,8,3,0
TXN012148,CUST0444,7676.64,transfer,2024-07-11,0,0,7,3,1
TXN012149,CUST0444,1469.16,deposit,2024-02-10,12,1,2,1,0
TXN012150,CUST0444,5715.14,deposit,2024-08-16,11,0,8,3,1
TXN012151,CUST0444,494.22,transfer,2024-09-02,21,0,9,3,0
TXN012152,CUST0444,1061.83,withdrawal,2024-10-21,18,0,10,4,0
TXN012153,CUST0444,6178.81,investment,2024-06-23,5,1,6,2,1
TXN012154,CUST0444,4654.8,bill_payment,2023-01-01,6,1,1,1,0
TXN012155,CUST0444,9556.47,investment,2023-02-22,16,0,2,1,1
TXN012156,CUST0444,2306.0,transfer,2023-04-03,5,0,4,2,0
TXN012157,CUST0444,2075.77,withdrawal,2024-08-16,12,0,8,3,0
TXN012158,CUST0444,615.49,bill_payment,2024-04-21,4,1,4,2,0
TXN012159,CUST0444,5786.92,bill_payment,2024-07-31,11,0,7,3,1
TXN012160,CUST0444,3082.72,investment,2023-08-28,22,0,8,3,0
TXN012161,CUST0444,5883.51,bill_payment,2023-05-28,3,1,5,2,1
TXN012162,CUST0445,2211.33,transfer,2023-05-27,7,1,5,2,0
TXN012163,CUST0445,5205.44,transfer,2023-05-24,17,0,5,2,1
TXN012164,CUST0445,7707.38,transfer,2024-06-05,22,0,6,2,1
TXN012165,CUST0445,7581.52,transfer,2023-01-18,13,0,1,1,1
TXN012166,CUST0445,2759.92,bill_payment,2023-06-26,4,0,6,2,0
TXN012167,CUST0445,6720.59,withdrawal,2023-04-10,3,0,4,2,1
TXN012168,CUST0445,3017.81,transfer,2023-04-01,8,1,4,2,0
TXN012169,CUST0445,7528.42,investment,2023-11-14,0,0,11,4,1
TXN012170,CUST0445,7567.21,transfer,2023-05-30,22,0,5,2,1
TXN012171,CUST0445,6790.16,deposit,2023-03-16,2,0,3,1,1
TXN012172,CUST0445,945.17,investment,2024-02-03,0,1,2,1,0
TXN012173,CUST0445,2475.55,deposit,2024-05-21,15,0,5,2,0
TXN012174,CUST0445,8461.59,investment,2024-05-11,15,1,5,2,1
TXN012175,CUST0445,9404.48,deposit,2023-08-26,20,1,8,3,1
TXN012176,CUST0445,9401.43,transfer,2024-10-07,22,0,10,4,1
TXN012177,CUST0445,113.98,bill_payment,2023-11-07,6,0,11,4,0
TXN012178,CUST0445,579.61,withdrawal,2024-05-20,1,0,5,2,0
TXN012179,CUST0445,9408.33,withdrawal,2023-09-07,9,0,9,3,1
TXN012180,CUST0445,3040.93,transfer,2023-01-10,0,0,1,1,0
TXN012181,CUST0446,4455.16,deposit,2023-06-12,10,0,6,2,0
TXN012182,CUST0446,9001.25,withdrawal,2024-03-10,9,1,3,1,1
TXN012183,CUST0446,702.82,bill_payment,2023-07-24,10,0,7,3,0
TXN012184,CUST0446,857.02,deposit,2024-01-09,19,0,1,1,0
TXN012185,CUST0446,2395.84,transfer,2023-01-17,5,0,1,1,0
TXN012186,CUST0446,5366.07,bill_payment,2024-06-25,13,0,6,2,1
TXN012187,CUST0446,4391.92,bill_payment,2024-03-14,12,0,3,1,0
TXN012188,CUST0446,8954.18,bill_payment,2023-10-28,16,1,10,4,1
TXN012189,CUST0446,3834.18,withdrawal,2024-11-17,6,1,11,4,0
TXN012190,CUST0446,5690.4,deposit,2023-06-04,16,1,6,2,1
TXN012191,CUST0446,5078.98,bill_payment,2023-04-07,11,0,4,2,1
TXN012192,CUST0447,8987.19,investment,2023-03-29,21,0,3,1,1
TXN012193,CUST0447,6881.09,deposit,2024-09-02,15,0,9,3,1
TXN012194,CUST0447,7564.2,deposit,2023-02-04,12,1,2,1,1
TXN012195,CUST0447,4701.47,investment,2023-04-26,1,0,4,2,0
TXN012196,CUST0447,4768.98,withdrawal,2024-10-05,7,1,10,4,0
TXN012197,CUST0447,2672.71,withdrawal,2024-09-28,12,1,9,3,0
TXN012198,CUST0447,7806.43,investment,2024-04-17,2,0,4,2,1
TXN012199,CUST0447,2809.08,bill_payment,2023-11-09,10,0,11,4,0
TXN012200,CUST0447,8098.08,investment,2023-01-30,23,0,1,1,1
TXN012201,CUST0447,1422.16,withdrawal,2023-06-29,8,0,6,2,0
TXN012202,CUST0447,6246.07,withdrawal,2024-10-09,18,0,10,4,1
TXN012203,CUST0447,9745.12,transfer,2024-03-18,21,0,3,1,1
TXN012204,CUST0447,2137.55,bill_payment,2024-04-03,4,0,4,2,0
TXN012205,CUST0447,1578.25,bill_payment,2023-09-13,18,0,9,3,0
TXN012206,CUST0447,6048.48,withdrawal,2024-12-31,20,0,12,4,1
TXN012207,CUST0447,2312.82,withdrawal,2023-03-30,9,0,3,1,0
TXN012208,CUST0447,728.47,bill_payment,2023-01-06,12,0,1,1,0
TXN012209,CUST0448,4047.94,transfer,2024-09-21,11,1,9,3,0
TXN012210,CUST0448,8132.5,investment,2024-02-10,4,1,2,1,1
TXN012211,CUST0448,9229.33,transfer,2024-04-03,0,0,4,2,1
TXN012212,CUST0448,6180.19,bill_payment,2024-01-11,21,0,1,1,1
TXN012213,CUST0448,3829.74,withdrawal,2024-06-20,13,0,6,2,0
TXN012214,CUST0448,2005.0,deposit,2024-08-19,7,0,8,3,0
TXN012215,CUST0448,6755.36,investment,2024-10-05,2,1,10,4,1
TXN012216,CUST0448,5608.21,transfer,2023-06-09,1,0,6,2,1
TXN012217,CUST0448,8648.48,transfer,2023-07-09,5,1,7,3,1
TXN012218,CUST0448,4430.02,investment,2023-03-27,15,0,3,1,0
TXN012219,CUST0448,3004.29,deposit,2024-03-22,9,0,3,1,0
TXN012220,CUST0448,1479.91,transfer,2023-03-01,3,0,3,1,0
TXN012221,CUST0448,6932.34,withdrawal,2023-10-23,13,0,10,4,1
TXN012222,CUST0448,1558.18,bill_payment,2023-11-19,2,1,11,4,0
TXN012223,CUST0448,2571.26,deposit,2024-02-09,9,0,2,1,0
TXN012224,CUST0448,8787.87,deposit,2023-09-10,0,1,9,3,1
TXN012225,CUST0448,3062.71,withdrawal,2024-03-25,12,0,3,1,0
TXN012226,CUST0448,9617.69,deposit,2024-02-01,11,0,2,1,1
TXN012227,CUST0448,8405.43,deposit,2023-08-12,19,1,8,3,1
TXN012228,CUST0448,7569.11,bill_payment,2024-12-21,6,1,12,4,1
TXN012229,CUST0448,4782.63,transfer,2024-04-18,12,0,4,2,0
TXN012230,CUST0448,4934.72,withdrawal,2024-09-09,23,0,9,3,0
TXN012231,CUST0448,3058.24,withdrawal,2024-05-08,23,0,5,2,0
TXN012232,CUST0448,1697.05,transfer,2023-06-30,16,0,6,2,0
TXN012233,CUST0448,1769.87,deposit,2023-11-16,17,0,11,4,0
TXN012234,CUST0448,6407.93,bill_payment,2024-11-14,3,0,11,4,1
TXN012235,CUST0448,1454.76,investment,2023-05-17,3,0,5,2,0
TXN012236,CUST0448,8346.99,transfer,2023-06-13,18,0,6,2,1
TXN012237,CUST0448,4621.06,investment,2024-09-19,19,0,9,3,0
TXN012238,CUST0448,8440.1,investment,2024-08-03,21,1,8,3,1
