customer_id,recency,frequency,monetary,avg_amount,max_amount,n_types,n_weekends,n_large_txns,active_months,pca1,pca2,cluster
CUST0501,127,18,86752.39,4819.58,8708.77,5,6,11,9,-1.4535661561424436,0.08016546351685605,1
CUST0502,30,33,148704.95,4506.21,9569.11,5,11,13,12,0.966999291998565,-0.9214234432538907,0
CUST0503,4,10,51022.22,5102.22,9160.2,4,2,5,8,-2.7710728237368696,0.0551692316677555,1
CUST0504,29,50,283010.02,5660.2,9976.99,5,11,31,12,3.502009914560381,1.445569162671794,0
CUST0505,69,8,57352.79,7169.1,9833.56,5,2,6,6,-2.672811277487333,2.9280857372532694,1
CUST0506,190,9,35352.85,3928.09,9161.2,4,4,4,5,-4.337907141600627,-0.3897714643851573,1
CUST0507,83,9,42017.72,4668.64,9336.09,5,4,4,8,-2.5815868797922117,-0.5966155088346271,1
CUST0508,9,22,131554.56,5979.75,9996.15,5,6,16,10,0.10117963827123401,1.1737760526959722,0
CUST0509,26,25,116859.35,4674.37,9865.74,5,7,11,11,-0.10283372781223421,-0.7521424706831441,0
CUST0510,52,37,167018.93,4514.03,8911.18,5,13,16,11,1.2704389947576977,-0.6147312898681804,0
CUST0511,48,23,98092.08,4264.87,9344.26,5,7,11,11,-0.4258277528302362,-1.2183710079520305,1
CUST0512,10,31,169538.04,5468.97,9605.76,5,7,19,12,1.208975061273013,0.523359345077596,0
CUST0513,86,7,29403.43,4200.49,9455.65,4,3,2,6,-3.9279270357152263,-0.7270036333245846,1
CUST0514,11,16,54510.1,3406.88,8595.07,5,4,5,8,-1.9617994283819846,-2.65952664469133,1
CUST0515,50,44,264078.53,6001.78,9997.44,5,11,30,12,3.0539963483657324,1.9648648314560333,0
CUST0516,73,36,201519.01,5597.75,9959.62,5,16,19,12,2.0512438023116486,1.061964204383549,0
CUST0517,1,10,57137.92,5713.79,8664.57,5,2,6,5,-2.5682145744817992,0.6362448602709254,1
CUST0518,13,27,102359.07,3791.08,9414.21,5,10,8,8,-0.5909238402069009,-1.9857381431331678,1
CUST0519,4,42,220045.35,5239.18,9912.46,5,14,23,12,2.7331290147310283,0.35474626292567796,0
CUST0520,19,21,83012.85,3952.99,9811.93,5,4,6,9,-1.3790135025560162,-1.8538978309097776,1
CUST0521,19,44,245616.92,5582.2,9890.6,5,9,24,12,2.53590692058789,1.0081414662087471,0
CUST0522,24,30,167322.24,5577.41,9669.9,5,7,20,10,0.7985309172432126,0.893803732491,0
CUST0523,21,41,206342.37,5032.74,9550.37,5,10,21,12,2.051659957395576,0.10102875397061295,0
CUST0524,52,14,83482.14,5963.01,9973.62,4,5,9,7,-2.295718630977264,1.715737394020559,1
CUST0525,41,8,36969.74,4621.22,9805.56,5,4,3,5,-3.04291239501517,-0.7592952253631217,1
CUST0526,50,41,186456.19,4547.71,9695.58,5,9,16,12,1.3684384389220636,-0.5859314872257354,0
CUST0527,21,40,207142.08,5178.55,9781.55,5,10,21,12,2.03573284807854,0.30170048391856774,0
CUST0528,110,22,105972.6,4816.94,9605.4,5,8,10,11,-0.6428414603780059,-0.14399749330040368,1
CUST0529,19,24,139334.39,5805.6,9310.39,5,4,15,11,0.10117765706171304,0.9268136693491721,0
CUST0530,73,9,48783.19,5420.35,9293.17,5,5,5,8,-2.2864236531116924,0.40393010361002823,1
CUST0531,17,46,248611.38,5404.6,9837.16,5,13,27,12,3.136602158383338,0.8333840278758228,0
CUST0532,224,9,42025.85,4669.54,9337.15,5,1,4,7,-3.717842738873814,0.2651178453822581,1
CUST0533,15,38,178277.28,4691.51,9828.36,5,14,16,12,1.837406697633925,-0.6232014610704819,0
CUST0534,32,14,86898.14,6207.01,9748.54,5,4,9,10,-1.1142266273428019,1.321621602665853,1
CUST0535,10,15,74860.87,4990.72,9895.4,4,4,7,7,-2.3890850932142333,0.08973103548613076,1
CUST0536,12,44,236309.84,5370.68,9977.91,5,11,27,12,2.8432459647981783,0.7475446513271025,0
CUST0537,27,26,131967.22,5075.66,9889.26,5,6,12,12,0.20307095565653113,-0.19673956879323584,0
CUST0538,6,25,114112.39,4564.5,9991.15,5,3,10,9,-0.7966873400066677,-0.9122418261789341,1
CUST0539,11,42,260960.44,6213.34,9930.72,5,14,28,11,3.141553306599586,2.011513228800006,0
CUST0540,55,33,181134.52,5488.92,9946.66,5,6,19,12,1.039427428309129,0.8270021834419518,0
CUST0541,66,16,63980.9,3998.81,9459.18,5,6,4,9,-1.8313252718372064,-1.6325316449286782,1
CUST0542,44,11,38367.48,3487.95,8681.27,5,6,3,7,-2.5050113204883333,-2.403974877594978,1
CUST0543,76,36,184096.17,5113.78,9683.95,5,11,18,12,1.397573156625062,0.38154156938795386,0
CUST0544,42,29,139980.18,4826.9,9516.88,5,14,13,10,0.647057282912262,-0.32939175120163877,0
CUST0545,54,20,82718.96,4135.95,9268.08,5,5,7,12,-0.884119281232895,-1.5594618426074127,1
CUST0546,5,27,150283.78,5566.07,9509.36,5,7,15,11,0.577470214891162,0.5273205556883177,0
CUST0547,72,6,39902.18,6650.36,9676.44,4,1,5,6,-3.6336435008222145,2.633223851622041,1
CUST0548,8,18,75562.6,4197.92,9325.89,5,4,7,10,-1.2104700287369299,-1.6214857406063303,1
CUST0549,54,15,84209.58,5613.97,9735.37,5,4,9,8,-1.6151875827532072,0.7526254020542402,1
CUST0550,30,14,73275.58,5233.97,9792.94,5,4,8,9,-1.5047154447740494,-0.005812074665348513,1
CUST0551,36,16,78431.72,4901.98,8432.8,5,5,8,8,-1.5572574616404085,-0.3603394006035068,1
CUST0552,37,8,32993.45,4124.18,8757.09,3,3,3,6,-4.1656761164197125,-0.6181374105697304,1
CUST0553,22,20,122708.83,6135.44,9859.73,5,8,13,9,-0.25293916102076996,1.3967681019482743,0
CUST0554,19,17,79510.54,4677.09,8130.87,5,6,7,8,-1.4232527507825834,-0.7950517361443403,1
CUST0555,14,14,62601.47,4471.53,7778.42,5,6,6,7,-1.856833059529811,-1.1032144036233593,1
CUST0556,6,38,164033.28,4316.67,9839.73,5,10,13,12,1.2418310615318071,-1.2839777868390412,0
CUST0557,11,17,96476.64,5675.1,9673.89,5,6,9,9,-0.9023328337238424,0.5486479863852873,1
CUST0558,57,18,92480.39,5137.8,9685.5,5,2,7,10,-1.4460356645827799,-0.03232964571238329,1
CUST0559,17,41,173762.49,4238.11,9717.85,5,11,16,12,1.6006700055769345,-1.2251878205299018,0
CUST0560,64,5,31921.22,6384.24,9618.43,3,0,2,4,-4.90671777547024,2.690968140703513,1
CUST0561,4,6,19769.26,3294.88,5490.68,4,3,1,4,-4.106684074517693,-2.3408742963037605,1
CUST0562,74,5,14053.23,2810.65,6519.81,2,3,1,5,-5.549956426444073,-1.7760591246244464,1
CUST0563,13,23,111314.81,4839.77,9960.15,5,6,11,10,-0.39289343640351665,-0.5454145016818924,1
CUST0564,46,17,67861.16,3991.83,9168.52,5,5,6,10,-1.466087319751645,-1.738419717599337,1
CUST0565,20,17,79116.52,4653.91,9358.76,5,5,9,10,-1.0411646513217145,-0.8712792798451167,1
CUST0566,10,27,153236.13,5675.41,9551.46,5,5,16,12,0.6454833498566919,0.6918300990013179,0
CUST0567,11,38,194000.06,5105.26,9885.6,5,14,18,12,2.104485887404058,0.009301375041353756,0
CUST0568,17,14,75425.78,5387.56,9848.93,5,6,6,7,-1.7197314810002557,0.1783928640503683,1
CUST0569,34,43,205245.14,4773.14,9734.05,5,12,17,12,1.9659046980140142,-0.3185186707807614,0
CUST0570,15,40,173975.75,4349.39,9993.85,5,11,17,12,1.6463690045515011,-1.0522876766942086,0
CUST0571,38,29,150167.22,5178.18,9863.99,5,7,15,11,0.44841258142300766,0.18320594074350063,0
CUST0572,46,6,32196.32,5366.05,8243.33,2,4,4,5,-4.805638179652704,1.6459334250845283,1
CUST0573,33,18,77555.48,4308.64,9975.67,4,4,7,8,-2.2608519713756943,-0.7623589036065048,1
CUST0574,37,26,144599.88,5561.53,9689.53,5,6,15,11,0.264541520877107,0.6947303060544533,0
CUST0575,9,45,261443.76,5809.86,9925.52,5,11,31,12,3.3151415604922,1.5004617148497172,0
CUST0576,14,34,191606.96,5635.5,9474.27,5,6,21,11,1.2866179827653412,0.9375398947626734,0
CUST0577,19,27,130275.26,4825.01,9553.13,5,6,14,11,0.18009692682202322,-0.464437200062033,0
CUST0578,6,26,144482.41,5557.02,9992.15,5,5,15,11,0.3296422008759318,0.5203308999781782,0
CUST0579,15,48,233635.42,4867.4,9210.31,5,10,27,12,2.814973406442744,0.07572612707166326,0
CUST0580,72,25,109371.1,4374.84,9528.39,5,7,9,11,-0.5163731112524909,-0.9785120544758088,1
CUST0581,41,45,209864.82,4663.66,9903.7,5,8,19,12,1.7859881832364983,-0.33909973127781406,0
CUST0582,6,20,114219.19,5710.96,9874.75,5,6,11,11,-0.18838260934196016,0.5461282700884864,0
CUST0583,26,47,223510.91,4755.55,9650.46,5,12,20,12,2.4224877002000342,-0.2623712830940662,0
CUST0584,9,28,131591.17,4699.68,9478.76,5,7,14,11,0.3469462435122019,-0.6937571090728887,0
CUST0585,20,30,149050.02,4968.33,9838.43,5,5,15,12,0.5536017489163927,-0.25380051301763956,0
CUST0586,21,43,212856.62,4950.15,9720.75,5,14,21,11,2.3167474755945467,0.0379791133174267,0
CUST0587,6,40,198113.48,4952.84,9953.07,5,11,16,11,1.6505212688946502,-0.2088707050491051,0
CUST0588,58,26,120580.27,4637.7,9475.36,5,9,10,12,0.08832517547337194,-0.717019921591163,0
CUST0589,143,9,42115.38,4679.49,9585.05,4,6,4,6,-3.6508735194241826,0.3089757802985465,1
CUST0590,20,27,141472.62,5239.73,9645.29,5,9,15,12,0.7769546739671749,0.08294376706618783,0
CUST0591,75,35,165363.17,4724.66,9887.61,5,12,16,11,1.0116733626660415,-0.19634959928313292,0
CUST0592,14,36,204835.29,5689.87,9956.3,5,12,21,11,1.9588584607444164,1.0051831413657784,0
CUST0593,8,41,184191.37,4492.47,9762.57,5,9,20,12,1.7895835271446037,-0.7746237632594963,0
CUST0594,76,19,120335.88,6333.47,9723.95,5,5,12,10,-0.6884660859115224,1.8877333023968332,1
CUST0595,86,16,85131.09,5320.69,8472.68,5,5,10,8,-1.6128845051192806,0.5612368037024085,1
CUST0596,31,43,202417.49,4707.38,9748.56,5,11,18,12,1.9292345445214805,-0.3938297643384487,0
CUST0597,91,8,40112.68,5014.08,9840.99,3,2,4,5,-4.5274567138641615,0.9956432288730677,1
CUST0598,25,27,128285.87,4751.33,9894.51,5,5,13,10,-0.1934406217012205,-0.5024248470913881,0
CUST0599,17,29,154960.28,5343.46,9935.6,5,11,17,11,1.0580635477121905,0.342142207089733,0
CUST0600,118,8,28214.79,3526.85,9027.97,4,2,2,6,-4.200009891954309,-1.4581664091227189,1
CUST0601,3,48,243764.14,5078.42,9659.67,5,12,23,12,2.8951398561512103,0.18016654230316775,0
CUST0602,40,18,71474.05,3970.78,9446.46,5,2,5,9,-1.8822132691874442,-1.7524682268156768,1
CUST0603,50,34,176934.96,5203.97,9910.16,5,9,17,11,1.0107741652251874,0.38435158214699444,0
CUST0604,61,12,56487.87,4707.32,9766.16,5,5,5,8,-2.1373248849249062,-0.6161682214777897,1
CUST0605,82,26,134409.89,5169.61,9721.8,5,8,13,10,-0.17570835113390051,0.38089804968579377,0
CUST0606,86,47,210152.78,4471.34,9592.94,5,14,20,11,2.01297458173684,-0.29103961996670374,0
CUST0607,12,49,262490.21,5356.94,9833.85,5,19,29,12,3.978228899891529,0.7972418249353131,0
CUST0608,20,46,231526.89,5033.19,9917.71,5,12,23,11,2.4853423615440384,0.25063467237993736,0
CUST0609,5,42,180992.01,4309.33,9138.38,5,12,18,12,1.9461390748955307,-1.1250280830069772,0
CUST0610,8,14,72654.04,5189.57,8864.75,5,3,8,8,-1.6711399622448704,-0.12634339879966294,1
CUST0611,13,44,222008.75,5045.65,9614.88,5,12,22,12,2.5190969638875327,0.12234809513538608,0
CUST0612,12,43,236393.5,5497.52,9384.73,5,8,22,12,2.270555582957103,0.7795397843385614,0
CUST0613,4,25,146540.03,5861.6,9973.4,5,9,16,11,0.7487770265494142,0.9384469814202397,0
CUST0614,16,19,82006.8,4316.15,9748.19,5,8,6,10,-0.8792311944476192,-1.4566002045599593,1
CUST0615,46,32,163988.93,5124.65,9799.13,5,9,14,11,0.7038953528403818,0.13758354066741474,0
CUST0616,26,33,144492.08,4378.55,9889.3,5,10,14,12,0.9217341502788358,-1.088881912003633,0
CUST0617,20,39,184582.61,4732.89,9720.29,5,15,18,11,1.9100332123785089,-0.41182723505404106,0
CUST0618,39,8,38157.28,4769.66,9068.68,4,1,4,5,-3.802501585057777,-0.07260190148802818,1
CUST0619,8,37,172655.68,4666.37,9484.92,5,9,15,12,1.3106752105868262,-0.7125865235116308,0
CUST0620,17,8,28197.62,3524.7,9887.49,5,4,2,7,-2.7613901473122553,-2.541950036487131,1
CUST0621,28,24,109180.88,4549.2,9159.35,5,4,12,11,-0.404995535470709,-0.8781631688991484,1
CUST0622,46,10,61411.57,6141.16,9840.98,5,4,6,8,-2.0140438247025085,1.2881842598709607,1
CUST0623,130,9,37039.34,4115.48,7436.58,4,2,5,7,-3.7703454286200717,-0.5438619596189833,1
CUST0624,4,46,232472.91,5053.76,9475.0,5,10,24,12,2.6374036189322747,0.1737478631706978,0
CUST0625,98,6,27929.33,4654.89,6610.59,5,1,3,6,-3.5221169475387804,-0.45450154466795734,1
CUST0626,4,49,227360.13,4640.0,9973.06,5,17,21,12,3.1024528321795457,-0.5306543230779248,0
CUST0627,60,49,244681.8,4993.51,9986.25,5,14,26,12,2.9932933705343907,0.46748131908719354,0
CUST0628,15,27,153495.96,5685.04,9287.31,5,6,19,10,0.5225864021920402,0.9393940824845695,0
CUST0629,15,40,207500.97,5187.52,9883.68,5,12,24,12,2.4160903399834797,0.36501508725228876,0
CUST0630,7,27,142991.85,5295.99,9899.08,5,12,14,11,0.8761039221628399,0.10201603652912215,0
CUST0631,17,39,186860.08,4791.28,9675.06,5,12,14,12,1.6319134923989012,-0.5137120222304923,0
CUST0632,7,46,230673.19,5014.63,9829.23,5,12,23,11,2.542644533635696,0.15119486118762507,0
CUST0633,46,26,137301.83,5280.84,9774.07,5,3,13,10,-0.4048212734168315,0.3612124525498836,1
CUST0634,13,15,82659.51,5510.63,9143.89,5,5,7,8,-1.4603336985928612,0.3133276510427324,1
CUST0635,1,27,116153.6,4301.99,9840.65,5,12,11,11,0.4851679180630045,-1.4251146567316386,0
CUST0636,5,44,222611.71,5059.36,9967.99,5,11,25,12,2.651119292170722,0.19632722685841603,0
CUST0637,90,13,84853.48,6527.19,9963.32,5,0,10,8,-2.070942473991125,2.2440108685158613,1
CUST0638,31,28,160322.44,5725.8,9880.13,5,9,16,11,0.7886425530816404,0.92884668250003,0
CUST0639,153,21,120241.24,5725.77,9421.85,5,4,13,10,-1.0800480555958982,1.5284826728279606,1
CUST0640,17,47,252049.76,5362.76,9879.74,5,13,27,12,3.1872741963955433,0.7821433273222755,0
CUST0641,3,6,24040.41,4006.74,8188.05,3,5,3,5,-4.135494482709643,-0.9329143100594529,1
CUST0642,136,12,60693.78,5057.81,9202.14,5,4,6,7,-2.6629435925923994,0.37978384004657173,1
CUST0643,11,49,261232.58,5331.28,9705.99,5,16,28,12,3.6550150215897306,0.7379537087228591,0
CUST0644,12,43,197207.13,4586.21,9770.42,5,8,20,11,1.656047814328259,-0.538517767566222,0
CUST0645,12,29,159457.64,5498.54,9928.3,5,11,17,12,1.303938113629777,0.47467629526576355,0
CUST0646,41,6,25910.19,4318.37,9682.04,5,0,2,4,-3.7864277554542105,-1.1407577696618243,1
CUST0647,74,10,47427.78,4742.78,9636.39,4,4,3,8,-3.1097402541191084,-0.11992618716943496,1
CUST0648,22,35,162712.07,4648.92,9817.61,5,8,17,11,0.9618337867149102,-0.5489416330805698,0
CUST0649,32,44,229200.98,5209.11,9884.61,5,12,23,12,2.5414798836170074,0.4957338551302794,0
CUST0650,67,15,66355.02,4423.67,7982.28,5,4,9,8,-1.8841699876839573,-0.820903126264045,1
CUST0651,10,50,257941.23,5158.82,9738.59,5,15,26,12,3.455154197529029,0.4328270509599305,0
CUST0652,27,43,201950.25,4696.52,9866.28,5,12,22,11,2.0835594457763458,-0.2530327675998794,0
CUST0653,12,37,182691.71,4937.61,9272.21,5,9,20,12,1.6658522544473107,-0.14613217174426282,0
CUST0654,12,17,74573.64,4386.68,9318.78,5,1,6,8,-1.9340069567661615,-1.2434023053398577,1
CUST0655,31,14,69701.26,4978.66,8800.9,5,4,8,8,-1.732848286888302,-0.2941646838753206,1
CUST0656,58,22,130863.49,5948.34,9960.89,5,5,15,9,-0.47297894613734753,1.435649959168687,1
CUST0657,1,25,127058.61,5082.34,9648.25,5,11,12,11,0.5212878728611737,-0.30747563707222697,0
CUST0658,25,12,84621.94,7051.83,9609.31,4,5,11,9,-1.6573162485511408,2.988029864531362,1
CUST0659,78,10,60019.41,6001.94,9864.02,4,3,6,7,-3.045513459762666,1.7878716564593922,1
CUST0660,10,36,180441.72,5012.27,9851.13,5,16,17,12,2.0675706653089123,-0.18784790237664792,0
CUST0661,34,49,218551.21,4460.23,9819.45,5,15,22,12,2.7698347104350938,-0.583480812571162,0
CUST0662,8,13,54031.79,4156.29,7862.28,5,4,6,7,-2.111358624887485,-1.5688624960377204,1
CUST0663,3,24,114396.11,4766.5,9786.86,5,7,9,12,0.03456688922647052,-0.8804402003293517,0
CUST0664,22,20,100326.99,5016.35,9616.48,5,6,10,11,-0.4668304144815536,-0.36376938304988565,1
CUST0665,10,46,201795.66,4386.86,9955.05,5,13,21,11,2.267803533036265,-0.8088035918078671,0
CUST0666,1,5,25447.42,5089.48,7776.58,2,0,2,5,-5.1430300243788025,0.9660631750109444,1
CUST0667,25,23,126029.35,5479.54,9745.66,5,7,15,11,0.1903427098414898,0.47868976259355334,0
CUST0668,6,13,74472.36,5728.64,9594.53,5,3,7,7,-1.8792201540962974,0.6240317095210507,1
CUST0669,24,32,138766.79,4336.46,9796.94,5,13,16,11,1.0555243146837832,-1.0607717677506305,0
CUST0670,31,37,159587.22,4313.17,9455.37,5,14,15,12,1.5210715566388286,-1.1138927044613194,0
CUST0671,31,18,112535.08,6251.95,9828.45,5,8,13,9,-0.41685941140041577,1.5868923972391478,1
CUST0672,55,8,38536.46,4817.06,9376.66,5,5,2,8,-2.515717902670946,-0.6252728739976812,1
CUST0673,18,48,259486.73,5405.97,9846.28,5,12,29,12,3.2943527501877257,0.9273891331151005,0
CUST0674,110,11,66002.42,6000.22,9710.1,4,3,7,8,-2.8945364522200645,1.947506880614386,1
CUST0675,27,39,172646.7,4426.84,9775.68,5,12,14,11,1.2839791085301342,-0.9217342723750046,0
CUST0676,18,23,125954.43,5476.28,9929.78,5,3,12,9,-0.6588005251142017,0.47826947659215563,1
CUST0677,5,42,214365.98,5103.95,9546.17,5,11,19,12,2.189307105248308,0.055371429678618606,0
CUST0678,22,50,277463.53,5549.27,9629.07,5,12,29,12,3.4634454715372995,1.1773579184081384,0
CUST0679,4,33,160123.45,4852.23,9583.71,5,8,17,12,1.1664075810062646,-0.4348299435580835,0
CUST0680,12,28,141907.95,5068.14,9655.65,5,8,16,11,0.6286729008144455,-0.09975377743159207,0
CUST0681,24,11,51257.12,4659.74,9357.34,5,3,4,8,-2.255279871836885,-0.9174046173641738,1
CUST0682,18,26,126015.8,4846.76,8857.47,5,6,14,11,0.12762956494625516,-0.4476569370281549,0
CUST0683,55,14,78225.68,5587.55,9262.92,4,7,8,9,-1.8957786410154522,1.0556158923058079,1
CUST0684,59,34,142678.46,4196.43,9687.77,5,13,11,12,0.8513991208310815,-1.2653393585929704,0
CUST0685,83,15,74193.5,4946.23,9761.09,5,5,7,9,-1.7218480548811534,-0.13508668383995032,1
CUST0686,37,18,95949.61,5330.53,9959.76,5,10,9,9,-0.681571331658779,0.20521230087004372,1
CUST0687,4,7,38968.07,5566.87,9129.02,4,2,4,7,-3.146662403144864,0.6907969582776126,1
CUST0688,111,12,82285.18,6857.1,9630.57,5,2,10,8,-2.0239129545783543,2.793623988933759,1
CUST0689,2,39,198047.76,5078.15,9780.62,5,8,21,12,1.8587264344741594,0.05269621081082779,0
CUST0690,8,25,102224.04,4088.96,9928.78,5,6,9,11,-0.35461589176088903,-1.7321370806928915,1
CUST0691,46,14,93633.42,6688.1,9524.62,5,5,9,8,-1.3785275215696537,2.1762878050172967,1
CUST0692,146,8,35965.94,4495.74,8705.82,4,2,3,7,-3.975011411596901,-0.0036041541328502113,1
CUST0693,232,7,38734.06,5533.44,8898.73,4,3,4,5,-4.55025366122623,2.029944269002541,1
CUST0694,74,28,163098.98,5824.96,9936.96,5,11,15,10,0.5361450124226478,1.3260741087239531,0
CUST0695,14,35,180285.78,5151.02,9677.4,5,9,19,12,1.5347199886804732,0.12095511815111443,0
CUST0696,28,42,222618.08,5300.43,9948.44,5,11,25,12,2.491877629135922,0.6543781598859971,0
CUST0697,4,39,186235.01,4775.26,8919.5,5,16,17,12,2.2120639470210475,-0.5352501536870993,0
CUST0698,99,12,62466.74,5205.56,9512.9,4,5,6,8,-2.7767515310255813,0.761661443746882,1
CUST0699,9,30,167642.71,5588.09,9852.87,5,10,18,11,1.200052684120598,0.6891045804495675,0
CUST0700,2,30,149741.45,4991.38,9466.08,5,3,16,12,0.5332532981537017,-0.28043573481320183,0
CUST0701,6,50,255052.85,5101.06,9991.49,5,12,26,12,3.192117793359597,0.3412670567427322,0
CUST0702,65,26,113788.13,4376.47,9966.33,5,3,12,11,-0.5940365306276845,-0.8942778783778847,1
CUST0703,40,6,35858.87,5976.48,9074.09,4,0,4,5,-3.879352480575322,1.5677668278141208,1
CUST0704,134,17,90105.4,5300.32,9473.23,5,5,9,9,-1.6648870770419049,0.7202711857782621,1
CUST0705,58,15,72657.62,4843.84,9130.74,5,2,7,7,-2.23800430024214,-0.28411298374915195,1
CUST0706,123,11,50489.24,4589.93,7918.71,4,4,6,7,-3.318193854950213,0.10399037844667887,1
CUST0707,30,32,185192.79,5787.27,9929.1,5,7,22,10,1.0785386182999694,1.3072290259127135,0
CUST0708,19,25,140000.37,5600.01,9985.61,5,6,13,12,0.35967196517037864,0.5173383648497204,0
CUST0709,86,32,194296.74,6071.77,9992.31,5,9,18,12,1.1843267028662054,1.771142130357539,0
CUST0710,1,44,216555.75,4921.72,9363.36,5,13,24,12,2.7373143633817008,-0.06598793373472288,0
CUST0711,76,31,161857.9,5221.22,9836.71,5,5,15,11,0.22907563006243292,0.484147301044798,0
CUST0712,150,17,91075.29,5357.37,9990.19,5,3,9,9,-1.9066636885399488,0.8986499395588889,1
CUST0713,30,15,78317.29,5221.15,9045.86,4,3,8,8,-2.295764805682102,0.49768392994147814,1
CUST0714,1,28,123453.27,4409.05,9970.31,5,3,12,11,-0.15046525426435514,-1.1909946108024536,0
CUST0715,85,12,40773.27,3397.77,9842.47,3,5,3,8,-3.745637105457033,-1.4503608355996278,1
CUST0716,67,13,63795.09,4907.31,9696.56,5,6,6,8,-1.9282668768796882,-0.27266079460223214,1
CUST0717,29,48,242814.5,5058.64,9936.61,5,13,24,11,2.7233687221449245,0.38147363157445435,0
CUST0718,72,22,111028.43,5046.75,9356.84,5,5,10,12,-0.4849911275044873,-0.0785860681643554,1
CUST0719,1,28,144002.11,5142.93,9960.99,5,3,14,11,0.15213628100185717,-0.09340119787734184,0
CUST0720,7,19,74226.81,3906.67,9380.19,5,7,6,11,-0.8214595202797321,-2.1301963896419487,1
CUST0721,33,8,29991.93,3748.99,9091.47,4,0,1,6,-3.9838786972331426,-1.6500216568303063,1
CUST0722,29,22,129477.98,5885.36,9912.76,4,6,13,11,-0.59790390994289,1.4495859327801632,1
CUST0723,31,44,217497.78,4943.13,9974.42,5,15,19,11,2.2988022489614988,0.024596426859209063,0
CUST0724,8,27,160308.26,5937.34,9986.05,5,12,18,11,1.2625167645600757,1.1359156552613965,0
CUST0725,3,46,257491.81,5597.65,9799.56,5,13,29,12,3.392797383199892,1.097413102648212,0
CUST0726,30,41,189597.8,4624.34,9990.33,5,11,18,12,1.782473778879379,-0.5347494313464232,0
CUST0727,223,6,31211.39,5201.9,9481.7,3,1,2,5,-5.487434427982903,1.9137292188438422,1
CUST0728,46,31,143738.7,4636.73,9782.86,5,11,12,9,0.2016732986129525,-0.5178016775785498,0
CUST0729,42,18,85755.92,4764.22,9858.63,5,6,9,10,-0.9803282522326362,-0.5923474137059219,1
CUST0730,109,5,25549.2,5109.84,8288.95,4,1,3,4,-4.536491953078875,0.7843685484492957,1
CUST0731,31,22,132891.48,6040.52,9997.15,5,9,14,10,0.14964214809190346,1.3040223499827064,0
CUST0732,2,37,150882.58,4077.91,9508.91,5,14,13,12,1.4747754537752458,-1.6745933868624268,0
CUST0733,11,18,78579.44,4365.52,8562.6,5,5,8,9,-1.229284233148478,-1.286984438989994,1
CUST0734,54,43,237864.96,5531.74,9971.38,5,16,24,12,2.8852103016669366,1.0861293786328166,0
CUST0735,9,37,191798.49,5183.74,9926.07,5,9,22,11,1.6924817357819892,0.3100972925642655,0
CUST0736,2,38,211331.58,5561.36,9612.23,5,16,21,12,2.6411762417230142,0.6958659543886417,0
CUST0737,42,22,106984.55,4862.93,9604.75,5,5,8,9,-1.0356302738408947,-0.3897277546995474,1
CUST0738,21,47,224243.93,4771.15,9747.35,5,17,23,11,2.8800204690307347,-0.1400345069147969,0
CUST0739,1,43,236847.64,5508.08,9935.28,5,12,23,12,2.733425557161574,0.7447816898355537,0
CUST0740,4,12,52784.99,4398.75,9446.66,4,5,5,8,-2.4899859089000724,-0.910517398965523,1
CUST0741,14,37,162710.15,4397.57,9808.75,5,11,14,12,1.3128840263028028,-1.1045240636102651,0
CUST0742,70,8,37671.78,4708.97,7266.58,5,1,4,7,-3.014937893734384,-0.5483807723350611,1
CUST0743,6,9,38631.15,4292.35,9885.84,4,1,2,5,-3.757853752928613,-0.9653040167554875,1
CUST0744,5,21,126778.33,6037.06,9991.9,5,8,11,10,-0.05425658240616341,1.0543948081468588,0
CUST0745,53,10,50650.93,5065.09,9455.36,4,3,6,9,-2.692260325977562,0.24542518554840437,1
CUST0746,3,44,218410.91,4963.88,9973.03,5,8,22,12,2.19262151227457,-0.03167224571721164,0
CUST0747,1,48,276915.05,5769.06,9880.66,5,9,28,12,3.197826657239933,1.3435168534314639,0
CUST0748,14,44,206780.99,4699.57,9279.69,5,16,23,12,2.7964016895387647,-0.36042664391654583,0
CUST0749,46,37,162749.59,4398.64,9099.5,5,12,14,12,1.2420930307247844,-0.929356134103474,0
CUST0750,3,36,196565.21,5460.14,9685.85,5,12,18,12,1.949679208265579,0.4634502019971976,0
CUST0751,55,10,55007.92,5500.79,8949.91,5,3,6,9,-2.0543411617079306,0.40595988615196305,1
CUST0752,7,30,154743.13,5158.1,9885.83,5,11,17,12,1.304765122939796,-0.025159563188445727,0
CUST0753,13,42,224660.03,5349.05,9951.26,5,10,22,11,2.1405088068210687,0.6103668408125373,0
CUST0754,41,35,172663.59,4933.25,9851.42,5,4,19,12,0.9031696370769214,-0.013842230466213036,0
CUST0755,48,8,46020.0,5752.5,8501.43,5,1,5,7,-2.7146460048411787,0.7878256743539953,1
CUST0756,68,37,178789.26,4832.14,9902.85,5,7,20,11,1.0026444090783917,0.08422074212382992,0
CUST0757,33,38,195640.63,5148.44,9769.54,5,14,20,12,2.1259324913622706,0.2564789474113395,0
CUST0758,22,46,260050.93,5653.28,9873.54,5,10,27,12,2.9431387476524713,1.2363623085076128,0
CUST0759,18,36,168723.23,4686.76,9408.28,5,13,18,10,1.365390240746092,-0.44436989498024126,0
CUST0760,5,27,159663.88,5913.48,9934.15,5,8,17,9,0.5047338499311574,1.1913600838817542,0
