customer_id,age,income,credit_score,loan_amount,interest_rate,loan_term,debt_to_income,monthly_payment,payment_to_income,employment_years,num_open_accounts,num_late_payments,repayment_status
CUST0267,42,132283.36,312.0,15300.52,11.84,12,0.1157,1358.29,0.1232,23.0,9,1,0
CUST0268,32,109091.08,473.0,7803.16,9.97,48,0.0715,197.8,0.0218,4.0,2,1,1
CUST0269,48,58967.79,378.0,18695.12,23.8,48,0.317,607.43,0.1236,19.0,10,1,0
CUST0270,30,59605.54,705.0,17278.64,16.83,36,0.2899,614.57,0.1237,14.0,6,3,0
CUST0271,63,146649.3,439.0,15721.33,16.47,24,0.1072,773.3,0.0633,15.0,6,1,0
CUST0272,42,57888.26,802.0,48420.39,20.31,36,0.8364,1807.13,0.3746,12.0,5,3,1
CUST0273,58,45974.01,484.0,34403.92,15.33,48,0.7483,963.25,0.2514,30.0,4,3,1
CUST0274,26,126465.52,718.0,33975.9,6.49,36,0.2687,1041.17,0.0988,7.0,5,5,1
CUST0275,49,122579.98,375.0,23004.27,16.36,60,0.1877,563.83,0.0552,12.0,9,4,0
CUST0276,48,90673.88,668.0,35380.08,20.96,60,0.3902,956.35,0.1266,20.0,2,0,0
CUST0277,64,106410.21,470.0,32702.99,4.45,48,0.3073,745.01,0.084,30.0,6,3,1
CUST0278,28,53635.99,822.0,37595.8,15.5,60,0.7009,904.3,0.2023,7.0,8,2,0
CUST0279,65,96516.69,812.0,8386.5,24.95,48,0.0869,277.84,0.0345,3.0,5,3,0
CUST0280,27,35089.01,445.0,18068.1,10.88,24,0.5149,841.11,0.2876,16.0,8,2,1
CUST0281,50,113859.21,763.0,16626.56,9.96,12,0.146,1461.43,0.154,0.0,6,5,1
CUST0282,32,140889.92,549.0,26283.7,15.37,36,0.1866,915.9,0.078,17.0,7,3,1
CUST0283,47,101868.84,490.0,32383.46,12.79,12,0.3179,2889.21,0.3403,23.0,10,1,1
CUST0284,49,70548.65,519.0,11083.44,19.67,12,0.1571,1024.96,0.1743,18.0,2,4,1
CUST0285,42,45619.66,416.0,13855.32,22.05,60,0.3037,383.06,0.1008,30.0,6,4,1
CUST0286,47,96310.61,656.0,18247.26,13.34,24,0.1895,870.42,0.1085,26.0,5,4,0
CUST0287,65,37413.21,420.0,12690.06,6.01,36,0.3392,386.11,0.1238,22.0,3,4,1
CUST0288,60,37922.75,692.0,21728.9,13.96,60,0.573,505.14,0.1598,22.0,3,4,1
CUST0289,40,38238.55,622.0,42257.28,16.82,36,1.1051,1502.8,0.4716,30.0,1,3,1
CUST0290,46,145297.78,817.0,33000.42,12.3,48,0.2271,873.9,0.0722,13.0,8,3,1
CUST0291,58,24011.89,525.0,15312.41,9.41,60,0.6377,320.92,0.1604,9.0,3,3,1
CUST0292,53,91464.4,415.0,29062.99,9.26,60,0.3178,606.97,0.0796,26.0,6,4,0
CUST0293,24,118800.54,751.0,27771.31,24.78,12,0.2338,2636.54,0.2663,23.0,4,2,0
CUST0294,24,78465.2,656.0,43247.78,5.37,12,0.5512,3709.67,0.5673,24.0,4,1,0
CUST0295,59,109587.37,,9133.1,6.49,24,0.0833,406.8,0.0445,26.0,4,0,0
CUST0296,56,56541.05,,16859.03,18.64,36,0.2982,614.92,0.1305,18.0,5,4,0
CUST0297,65,125973.52,438.0,48175.83,20.39,12,0.3824,4471.74,0.426,8.0,3,5,0
CUST0298,37,39011.65,629.0,41595.61,19.87,48,1.0662,1262.89,0.3885,15.0,3,4,0
CUST0299,62,73849.26,762.0,4700.3,20.58,12,0.0636,436.72,0.071,12.0,9,5,0
CUST0300,45,79110.43,799.0,17037.17,3.55,12,0.2154,1447.21,0.2195,23.0,8,5,0
CUST0301,44,130513.81,847.0,20488.08,24.31,24,0.157,1086.4,0.0999,15.0,5,2,0
CUST0302,43,91150.37,433.0,28740.96,13.93,36,0.3153,981.32,0.1292,28.0,1,0,1
CUST0303,51,22116.58,461.0,22623.01,3.51,48,1.0229,505.86,0.2745,6.0,3,5,1
CUST0304,39,32134.2,669.0,13269.07,11.49,24,0.4129,621.47,0.2321,1.0,7,5,0
CUST0305,36,75800.02,393.0,35481.2,3.52,48,0.4681,793.53,0.1256,2.0,3,4,1
CUST0306,65,77858.69,308.0,35084.26,21.07,48,0.4506,1087.73,0.1676,22.0,3,3,1
CUST0307,46,31613.04,404.0,6056.88,11.4,36,0.1916,199.44,0.0757,4.0,7,1,0
CUST0308,65,38570.9,843.0,28601.27,16.62,24,0.7415,1408.89,0.4383,14.0,6,5,1
CUST0309,31,139586.24,753.0,43138.16,5.36,12,0.309,3700.07,0.3181,4.0,2,4,0
CUST0310,44,145222.33,622.0,39762.76,8.83,12,0.2738,3474.18,0.2871,7.0,9,4,0
CUST0311,60,57039.71,327.0,42546.71,17.66,36,0.7459,1530.92,0.3221,6.0,9,4,1
CUST0312,47,58420.47,355.0,39406.28,20.57,24,0.6745,2016.6,0.4142,15.0,7,0,1
CUST0313,62,,840.0,44547.5,3.76,36,0.4583,1310.47,0.1618,29.0,6,1,0
CUST0314,58,74712.26,476.0,38373.57,24.02,12,0.5136,3628.96,0.5829,0.0,10,0,1
CUST0315,35,25177.49,361.0,47485.32,12.06,36,1.886,1578.55,0.7524,20.0,9,3,1
CUST0316,47,30715.62,849.0,27345.11,6.78,12,0.8903,2363.31,0.9233,9.0,2,4,0
CUST0317,31,89730.72,700.0,29735.42,19.91,12,0.3314,2753.25,0.3682,9.0,7,5,0
CUST0318,37,27527.77,388.0,46306.76,5.99,60,1.6822,895.02,0.3902,19.0,1,2,1
CUST0319,64,116285.56,422.0,1620.58,6.45,12,0.0139,139.81,0.0144,5.0,8,2,0
CUST0320,38,41705.18,429.0,37739.04,22.28,12,0.9049,3537.25,1.0178,24.0,1,2,0
CUST0321,39,88101.05,569.0,35903.84,15.9,12,0.4075,3255.89,0.4435,15.0,8,4,1
CUST0322,53,131716.77,470.0,19016.7,8.98,12,0.1444,1662.86,0.1515,28.0,10,5,0
CUST0323,36,116301.4,302.0,3157.86,22.05,24,0.0272,163.9,0.0169,1.0,8,2,1
CUST0324,31,43264.92,336.0,28090.37,23.15,48,0.6493,902.65,0.2504,7.0,6,1,1
CUST0325,42,55263.53,379.0,29005.26,6.07,12,0.5249,2497.31,0.5423,5.0,4,4,0
CUST0326,47,28960.44,776.0,43435.58,20.13,36,1.4998,1617.1,0.6701,10.0,2,4,1
CUST0327,45,46087.25,611.0,37239.22,8.72,36,0.808,1179.35,0.3071,,8,1,0
CUST0328,56,118862.69,,8377.75,23.55,12,0.0705,790.37,0.0798,7.0,9,2,0
CUST0329,22,143628.73,301.0,38187.53,11.59,36,0.2659,1260.91,0.1053,3.0,4,4,0
CUST0330,48,83963.75,361.0,48655.4,6.56,36,0.5795,1492.57,0.2133,2.0,1,1,0
CUST0331,55,73697.38,681.0,23464.44,19.58,60,0.3184,616.19,0.1003,3.0,9,1,0
CUST0332,47,29727.96,363.0,22314.16,24.23,24,0.7506,1182.34,0.4773,9.0,5,2,0
CUST0333,47,,634.0,16584.83,9.35,12,0.1493,1453.06,0.157,30.0,4,1,0
CUST0334,59,34166.47,408.0,9054.37,13.52,48,0.265,245.25,0.0861,3.0,9,2,0
CUST0335,35,78749.22,774.0,13985.39,6.08,24,0.1776,620.35,0.0945,25.0,5,5,0
CUST0336,24,47952.7,635.0,8267.87,18.79,36,0.1724,302.19,0.0756,12.0,9,0,0
CUST0337,38,126611.65,478.0,2523.02,12.19,48,0.0199,66.68,0.0063,17.0,9,1,1
CUST0338,28,124506.58,443.0,6951.21,4.83,24,0.0558,304.43,0.0293,4.0,4,3,1
CUST0339,62,141884.74,386.0,29533.87,9.06,12,0.2082,2583.6,0.2185,0.0,2,1,0
CUST0340,50,125208.83,394.0,45348.82,21.33,36,0.3622,1716.21,0.1645,3.0,1,3,1
CUST0341,58,76310.33,704.0,25310.19,11.73,48,0.3317,663.16,0.1043,5.0,6,1,0
CUST0342,39,56381.09,452.0,2697.82,16.81,24,0.0478,133.14,0.0283,20.0,5,3,1
CUST0343,57,82274.02,389.0,14709.02,6.45,24,0.1788,654.9,0.0955,20.0,9,1,0
CUST0344,56,123330.01,691.0,39313.87,11.22,60,0.3188,859.1,0.0836,25.0,8,2,0
CUST0345,54,61808.57,576.0,9810.98,10.36,24,0.1587,454.36,0.0882,0.0,5,0,0
CUST0346,52,88826.2,538.0,48725.01,5.65,24,0.5485,2151.85,0.2907,8.0,9,5,1
CUST0347,36,94839.97,697.0,18385.43,21.54,24,0.1939,949.63,0.1202,5.0,4,4,0
CUST0348,44,138817.4,328.0,35469.19,11.06,60,0.2555,772.25,0.0668,18.0,3,4,0
CUST0349,53,90476.2,479.0,25031.38,5.44,24,0.2767,1103.1,0.1463,19.0,4,0,0
CUST0350,22,63125.42,,40515.83,10.83,24,0.6418,1885.16,0.3584,29.0,6,0,1
CUST0351,59,111610.52,445.0,38943.96,21.7,36,0.3489,1481.25,0.1593,30.0,2,2,0
CUST0352,64,71427.42,403.0,17491.49,10.44,24,0.2449,810.7,0.1362,23.0,7,5,0
CUST0353,63,61246.84,665.0,11938.62,16.16,24,0.1949,585.47,0.1147,12.0,5,5,0
CUST0354,30,43102.08,301.0,47490.62,23.9,48,1.1018,1545.66,0.4303,27.0,10,0,1
CUST0355,42,139734.97,526.0,32342.69,5.74,48,0.2315,755.72,0.0649,4.0,6,5,1
CUST0356,44,147709.36,471.0,32173.15,24.21,36,0.2178,1265.79,0.1028,14.0,1,2,1
CUST0357,26,,410.0,36300.27,4.54,48,0.5537,828.43,0.1516,23.0,7,1,0
CUST0358,53,134630.19,659.0,27755.17,5.68,48,0.2062,647.77,0.0577,25.0,10,5,0
CUST0359,36,41145.35,375.0,40160.53,4.22,12,0.9761,3423.7,0.9985,10.0,5,0,1
CUST0360,32,135431.06,464.0,36867.27,15.26,12,0.2722,3332.1,0.2952,10.0,10,4,0
CUST0361,23,76072.03,,30758.56,12.84,12,0.4043,2744.96,0.433,3.0,6,1,0
CUST0362,48,110635.57,571.0,33369.3,9.89,12,0.3016,2931.98,0.318,1.0,7,4,0
CUST0363,53,39966.69,669.0,1186.96,5.38,60,0.0297,22.61,0.0068,15.0,4,0,1
CUST0364,32,102964.79,383.0,24204.96,5.98,48,0.2351,568.23,0.0662,15.0,8,5,1
CUST0365,63,90736.38,489.0,19180.01,11.7,24,0.2114,900.18,0.119,14.0,1,2,1
CUST0366,38,49411.5,575.0,28648.08,6.75,12,0.5798,2475.52,0.6012,2.0,6,4,1
CUST0367,59,49576.66,362.0,42199.06,21.1,48,0.8512,1308.99,0.3168,30.0,9,5,0
CUST0368,52,94452.86,541.0,24336.85,5.2,12,0.2577,2085.65,0.265,16.0,10,4,0
CUST0369,65,147758.12,450.0,6893.81,19.78,24,0.0467,350.13,0.0284,30.0,3,1,0
CUST0370,30,25547.87,380.0,49425.72,12.86,24,1.9346,2346.54,1.1022,26.0,10,2,1
CUST0371,26,31313.57,706.0,28050.66,21.92,60,0.8958,773.45,0.2964,14.0,1,5,0
CUST0372,55,,415.0,21307.68,6.69,60,0.1752,418.81,0.0413,18.0,2,0,0
CUST0373,28,122146.93,848.0,44126.65,22.37,36,0.3613,1693.67,0.1664,12.0,8,4,0
CUST0374,24,42385.96,712.0,8048.78,16.59,48,0.1899,230.54,0.0653,1.0,7,2,0
CUST0375,25,116947.48,575.0,44954.54,3.94,36,0.3844,1326.04,0.1361,9.0,5,3,0
CUST0376,65,32768.26,533.0,7584.89,24.45,48,0.2315,249.17,0.0912,24.0,6,2,0
CUST0377,60,103922.13,492.0,22644.11,23.14,48,0.2179,727.52,0.084,23.0,8,4,0
CUST0378,25,,462.0,4215.23,18.76,48,0.0485,125.5,0.0173,4.0,9,4,1
CUST0379,34,133773.47,505.0,42011.86,8.86,48,0.3141,1042.68,0.0935,1.0,6,5,1
CUST0380,45,127055.82,817.0,20450.17,23.35,12,0.161,1927.33,0.182,7.0,6,3,0
CUST0381,33,144867.65,785.0,29757.13,11.02,24,0.2054,1387.19,0.1149,26.0,5,5,0
CUST0382,27,57059.02,695.0,3432.9,21.86,24,0.0602,177.86,0.0374,27.0,4,5,1
CUST0383,35,54980.87,719.0,26150.78,22.09,12,0.4756,2448.7,0.5344,15.0,3,5,1
CUST0384,22,49090.1,612.0,35924.28,18.75,36,0.7318,1312.3,0.3208,13.0,7,2,0
CUST0385,35,80670.74,833.0,41391.23,12.04,12,0.5131,3678.34,0.5472,0.0,9,5,0
CUST0386,45,92989.43,589.0,15625.32,5.82,12,0.168,1343.52,0.1734,10.0,5,5,1
CUST0387,39,53949.1,605.0,10229.64,14.62,24,0.1896,494.16,0.1099,28.0,1,4,0
CUST0388,42,108498.25,326.0,33114.63,24.95,36,0.3052,1315.76,0.1455,29.0,7,3,1
CUST0389,24,95793.08,494.0,17815.19,18.84,60,0.186,460.57,0.0577,20.0,8,5,1
CUST0390,41,129904.5,485.0,15395.42,13.62,36,0.1185,523.34,0.0483,23.0,9,1,0
CUST0391,43,105076.5,527.0,18408.89,19.5,36,0.1752,679.46,0.0776,13.0,6,2,1
CUST0392,40,80288.88,420.0,24056.29,22.13,60,0.2996,666.19,0.0996,18.0,10,0,0
CUST0393,34,85062.06,690.0,26962.09,12.38,24,0.317,1273.99,0.1797,4.0,4,2,0
CUST0394,58,136069.87,768.0,8017.98,22.04,24,0.0589,416.12,0.0367,24.0,2,3,0
CUST0395,33,60743.83,359.0,1230.96,9.38,24,0.0203,56.45,0.0112,18.0,3,3,0
CUST0396,27,36822.77,744.0,32040.89,12.17,48,0.8701,846.44,0.2758,12.0,1,0,0
CUST0397,45,143508.92,629.0,38085.54,14.92,12,0.2654,3436.1,0.2873,21.0,1,5,0
CUST0398,36,110158.22,,16292.52,5.71,60,0.1479,312.79,0.0341,18.0,5,1,1
CUST0399,24,58766.29,597.0,23340.39,14.69,60,0.3972,551.48,0.1126,10.0,7,5,0
CUST0400,43,149498.06,801.0,18603.29,7.55,48,0.1244,450.24,0.0361,0.0,4,1,0
CUST0401,30,47454.73,322.0,29894.95,7.13,36,0.63,924.85,0.2339,22.0,1,3,0
CUST0402,38,120262.46,349.0,30102.28,4.53,12,0.2503,2570.5,0.2565,20.0,1,0,0
CUST0403,48,77760.86,426.0,27816.84,13.7,24,0.3577,1331.63,0.2055,6.0,1,2,1
CUST0404,28,106122.79,576.0,31517.09,18.57,48,0.297,935.23,0.1058,26.0,2,4,0
CUST0405,29,56751.88,408.0,25389.21,16.59,36,0.4474,900.02,0.1903,26.0,9,1,1
CUST0406,48,58395.66,340.0,27858.8,23.07,48,0.4771,893.98,0.1837,10.0,4,0,1
CUST0407,27,137894.41,805.0,8308.08,5.44,60,0.0602,158.46,0.0138,2.0,2,2,0
CUST0408,51,,603.0,13942.13,4.58,24,0.0939,609.04,0.0492,27.0,1,2,0
CUST0409,65,60651.92,418.0,5654.93,19.8,12,0.0932,523.3,0.1035,0.0,3,5,0
CUST0410,43,66478.56,748.0,47799.37,9.27,12,0.719,4186.11,0.7556,11.0,6,1,1
CUST0411,47,145100.29,578.0,41949.71,18.33,48,0.2891,1239.52,0.1025,25.0,7,5,0
CUST0412,32,34697.35,360.0,49096.89,21.65,12,1.415,4586.93,1.5864,,10,3,1
CUST0413,65,76961.16,688.0,39179.05,16.64,24,0.5091,1930.33,0.301,15.0,8,0,0
CUST0414,50,25976.4,,33093.7,3.77,60,1.274,606.04,0.28,24.0,10,5,1
CUST0415,64,133508.66,831.0,26632.06,18.56,12,0.1995,2448.73,0.2201,13.0,4,3,0
CUST0416,65,103382.58,452.0,42112.62,15.5,60,0.4073,1012.94,0.1176,1.0,1,5,0
CUST0417,54,130349.92,807.0,43601.37,5.11,48,0.3345,1006.28,0.0926,10.0,4,2,0
CUST0418,25,85900.81,687.0,20760.57,8.55,48,0.2417,512.2,0.0716,,10,3,1
CUST0419,53,78118.86,421.0,49052.87,19.52,12,0.6279,4532.73,0.6963,3.0,7,3,1
CUST0420,57,20022.06,393.0,39797.38,24.21,36,1.9877,1565.76,0.9384,28.0,9,4,1
CUST0421,64,79307.03,649.0,18803.78,4.67,24,0.2371,822.17,0.1244,27.0,8,2,0
CUST0422,61,97993.65,,36079.76,5.95,24,0.3682,1598.26,0.1957,0.0,6,2,0
CUST0423,40,91199.78,682.0,35402.71,4.48,24,0.3882,1544.93,0.2033,15.0,3,5,0
CUST0424,48,33905.0,500.0,10189.63,23.5,48,0.3005,329.39,0.1166,6.0,8,1,0
CUST0425,28,118429.41,347.0,46404.7,21.51,60,0.3918,1268.75,0.1286,3.0,8,3,0
CUST0426,54,37502.68,810.0,1212.54,19.33,60,0.0323,31.67,0.0101,29.0,7,4,0
CUST0427,54,121540.59,481.0,34899.07,7.23,24,0.2871,1566.16,0.1546,3.0,7,5,0
CUST0428,42,85534.32,693.0,21514.57,16.59,24,0.2515,1059.5,0.1486,8.0,7,2,0
CUST0429,50,124623.59,441.0,21224.53,18.55,60,0.1703,545.33,0.0525,9.0,9,2,0
CUST0430,57,102235.83,505.0,11275.92,18.86,36,0.1103,412.53,0.0484,29.0,3,5,0
CUST0431,33,85506.15,630.0,35807.28,19.86,60,0.4188,945.89,0.1327,15.0,10,4,0
CUST0432,48,107651.65,846.0,15010.47,21.72,12,0.1394,1402.87,0.1564,16.0,2,0,0
CUST0433,25,107133.04,504.0,14081.94,20.39,36,0.1314,526.14,0.0589,21.0,5,1,0
CUST0434,40,46520.12,333.0,18575.44,13.23,60,0.3993,424.84,0.1096,27.0,9,1,0
CUST0435,57,70555.27,823.0,39431.05,20.67,36,0.5589,1478.89,0.2515,22.0,1,3,1
CUST0436,65,60645.02,355.0,1635.3,8.9,60,0.027,33.87,0.0067,27.0,8,1,0
CUST0437,63,67806.35,501.0,39031.19,24.23,36,0.5756,1536.02,0.2718,14.0,3,5,1
CUST0438,33,115560.33,422.0,19482.71,12.71,60,0.1686,440.4,0.0457,8.0,3,1,0
CUST0439,38,20733.87,777.0,35774.78,6.83,24,1.7254,1598.97,0.9254,29.0,6,4,1
CUST0440,62,100029.13,608.0,25037.0,15.81,36,0.2503,877.88,0.1053,2.0,6,4,1
CUST0441,33,87678.82,817.0,8809.15,15.18,48,0.1005,245.97,0.0337,2.0,6,1,0
CUST0442,64,63144.86,669.0,15385.14,23.93,60,0.2436,441.97,0.084,16.0,8,4,0
CUST0443,63,21144.48,654.0,22837.7,22.95,60,1.0801,643.15,0.365,29.0,10,1,0
CUST0444,65,135135.82,690.0,45880.69,23.82,48,0.3395,1491.23,0.1324,8.0,9,5,0
CUST0445,55,126874.18,683.0,26201.14,14.44,48,0.2065,721.78,0.0683,1.0,5,5,1
CUST0446,54,30704.91,398.0,9202.35,24.06,60,0.2997,265.05,0.1036,17.0,1,5,1
CUST0447,64,101836.88,518.0,43382.59,12.62,12,0.426,3867.08,0.4557,6.0,9,5,0
CUST0448,49,104052.95,373.0,37597.65,6.81,48,0.3613,897.01,0.1034,22.0,6,0,1
CUST0449,25,43138.98,557.0,28346.13,15.86,24,0.6571,1386.02,0.3856,29.0,5,3,1
CUST0450,62,72578.24,623.0,1827.66,17.98,60,0.0252,46.39,0.0077,0.0,10,0,0
CUST0451,59,25917.19,374.0,18527.31,14.31,36,0.7149,636.01,0.2945,25.0,5,4,1
CUST0452,50,69583.76,331.0,24225.4,14.97,24,0.3481,1174.26,0.2025,23.0,7,4,1
CUST0453,62,38729.82,682.0,47912.19,3.74,60,1.2371,876.77,0.2717,4.0,2,0,1
CUST0454,60,71230.62,387.0,15929.87,19.59,36,0.2236,588.69,0.0992,6.0,7,5,0
CUST0455,31,40924.07,526.0,31227.36,8.93,12,0.7631,2729.87,0.8005,5.0,10,0,0
CUST0456,57,79964.48,374.0,15241.98,4.95,12,0.1906,1304.48,0.1958,6.0,10,3,0
CUST0457,44,,540.0,5902.21,16.82,24,0.161,291.31,0.0953,10.0,8,3,1
CUST0458,64,59737.81,456.0,28712.05,11.34,36,0.4806,944.63,0.1898,30.0,7,1,1
CUST0459,37,122135.81,746.0,14557.31,11.23,36,0.1192,478.17,0.047,28.0,8,3,0
CUST0460,41,83306.28,411.0,9612.74,16.54,36,0.1154,340.52,0.0491,27.0,3,4,1
CUST0461,62,29940.11,377.0,44713.15,21.77,12,1.4934,4179.95,1.6753,26.0,10,4,1
CUST0462,59,47658.89,337.0,28028.11,15.18,60,0.5881,669.44,0.1686,15.0,3,2,1
CUST0463,59,115319.49,597.0,7560.18,14.27,12,0.0656,679.77,0.0707,12.0,6,4,1
CUST0464,37,130237.64,469.0,38103.1,6.52,24,0.2926,1697.69,0.1564,5.0,10,4,0
CUST0465,31,115669.58,795.0,47019.59,4.37,48,0.4065,1069.46,0.1109,7.0,2,2,0
CUST0466,24,106916.13,830.0,45478.58,11.27,48,0.4254,1181.39,0.1326,29.0,8,0,1
CUST0467,63,62129.24,833.0,32044.78,9.38,36,0.5158,1024.69,0.1979,18.0,9,4,1
CUST0468,63,69207.41,379.0,26316.48,11.59,24,0.3803,1233.78,0.2139,16.0,7,2,0
CUST0469,44,83292.0,793.0,44471.43,3.64,24,0.5339,1924.05,0.2772,14.0,3,1,1
CUST0470,63,56505.24,453.0,10158.38,11.29,12,0.1798,899.19,0.191,21.0,4,3,0
CUST0471,29,,790.0,24472.04,16.2,48,0.2963,696.05,0.1011,0.0,4,0,0
CUST0472,59,40946.79,824.0,2920.35,15.8,12,0.0713,264.69,0.0776,5.0,5,1,0
CUST0473,47,97916.48,319.0,44046.94,19.15,36,0.4498,1617.93,0.1983,30.0,2,1,1
CUST0474,52,132749.31,474.0,11748.83,12.33,24,0.0885,554.87,0.0502,25.0,10,1,0
CUST0475,54,54387.69,650.0,46195.25,16.33,12,0.8494,4198.55,0.9264,7.0,7,3,1
CUST0476,23,46305.31,816.0,34534.02,21.27,60,0.7458,939.51,0.2435,3.0,3,3,0
CUST0477,60,25074.75,844.0,25663.13,6.03,48,1.0235,603.05,0.2886,21.0,3,4,1
CUST0478,22,136605.96,741.0,26580.17,11.46,12,0.1946,2354.91,0.2069,22.0,9,3,1
CUST0479,52,122642.23,690.0,18175.37,20.8,60,0.1482,489.66,0.0479,3.0,7,1,0
CUST0480,36,138311.1,385.0,14880.07,22.35,48,0.1076,471.64,0.0409,8.0,4,0,0
CUST0481,22,95138.33,420.0,26468.33,11.56,24,0.2782,1240.52,0.1565,22.0,6,3,1
CUST0482,31,75389.31,559.0,13803.84,15.03,60,0.1831,328.61,0.0523,11.0,10,2,0
CUST0483,47,118146.35,723.0,28053.14,15.49,24,0.2374,1366.74,0.1388,11.0,9,4,0
CUST0484,41,95094.65,707.0,37053.34,21.88,12,0.3896,3465.84,0.4374,23.0,4,3,0
CUST0485,32,33036.22,820.0,20627.48,10.78,60,0.6244,446.23,0.1621,19.0,1,1,0
CUST0486,62,20687.78,393.0,41339.52,13.64,60,1.9983,954.2,0.5535,13.0,2,0,1
CUST0487,45,30405.17,338.0,36500.24,23.51,48,1.2005,1180.11,0.4658,,9,2,1
CUST0488,60,27470.19,479.0,32374.27,12.94,24,1.1785,1538.22,0.672,27.0,9,2,1
CUST0489,60,86371.22,537.0,31144.31,17.99,36,0.3606,1125.79,0.1564,7.0,1,1,1
CUST0490,39,121357.47,661.0,33813.44,12.22,24,0.2786,1595.19,0.1577,16.0,1,5,0
CUST0491,27,91447.04,656.0,18026.28,21.03,24,0.1971,926.56,0.1216,19.0,4,3,0
CUST0492,58,20604.69,479.0,20949.6,5.79,12,1.0167,1801.04,1.0489,16.0,5,2,0
CUST0493,54,144372.22,850.0,40844.22,15.86,48,0.2829,1154.61,0.096,30.0,7,4,0
CUST0494,37,118471.53,769.0,34398.14,22.78,12,0.2903,3232.4,0.3274,15.0,2,2,1
CUST0495,62,122525.28,525.0,34168.74,8.44,36,0.2789,1077.67,0.1055,13.0,6,4,0
CUST0496,38,52273.49,395.0,20547.6,19.6,36,0.3931,759.44,0.1743,2.0,9,1,0
CUST0497,44,48413.6,575.0,9956.44,19.54,24,0.2057,504.51,0.125,15.0,4,1,0
CUST0498,38,46881.22,507.0,41912.08,21.48,36,0.894,1589.39,0.4068,4.0,2,0,0
CUST0499,65,144251.36,804.0,31077.52,19.93,60,0.2154,822.15,0.0684,30.0,1,3,0
CUST0500,42,84004.25,581.0,25049.46,24.66,60,0.2982,730.25,0.1043,8.0,7,1,0
CUST0501,30,27039.26,733.0,24437.68,15.13,60,0.9038,583.04,0.2588,11.0,7,5,0
CUST0502,51,146945.94,830.0,23543.46,18.32,12,0.1602,2162.05,0.1766,21.0,4,3,0
CUST0503,42,67008.3,565.0,10170.47,9.15,36,0.1518,324.13,0.058,15.0,10,2,0
CUST0504,53,75112.57,729.0,35334.92,11.5,48,0.4704,921.85,0.1473,,8,1,0
CUST0505,58,109181.55,402.0,36319.96,20.79,60,0.3327,978.29,0.1075,13.0,7,1,1
CUST0506,31,81488.31,309.0,9653.76,14.24,60,0.1185,225.83,0.0333,17.0,6,3,1
CUST0507,57,131605.26,348.0,20521.69,18.35,12,0.1559,1884.85,0.1719,6.0,5,3,0
CUST0508,28,78481.13,642.0,13728.69,11.25,60,0.1749,300.21,0.0459,,5,2,1
CUST0509,29,65641.76,503.0,29265.83,17.47,60,0.4458,734.75,0.1343,5.0,5,2,0
CUST0510,54,83374.19,757.0,44591.99,11.69,36,0.5348,1474.5,0.2122,14.0,3,1,0
CUST0511,43,74836.14,714.0,42596.14,5.03,24,0.5692,1869.32,0.2997,10.0,4,2,0
CUST0512,40,112356.35,704.0,14291.16,13.07,36,0.1272,482.01,0.0515,23.0,10,4,0
CUST0513,48,41751.35,323.0,7126.96,8.54,36,0.1707,225.11,0.0647,30.0,2,1,1
CUST0514,28,32421.98,784.0,27873.25,4.07,48,0.8597,630.23,0.2333,16.0,2,0,1
CUST0515,31,30960.46,699.0,16159.16,8.82,36,0.5219,512.5,0.1986,14.0,3,1,0
CUST0516,32,,665.0,43158.07,10.49,48,1.8199,1104.78,0.559,14.0,9,2,1
CUST0517,30,146040.49,,29950.72,13.32,60,0.2051,686.39,0.0564,13.0,9,5,0
CUST0518,41,138160.01,793.0,27443.74,20.8,48,0.1986,846.87,0.0736,9.0,6,3,0
CUST0519,41,21372.26,835.0,40953.61,21.73,36,1.9162,1558.32,0.875,9.0,8,4,1
CUST0520,53,143104.48,788.0,15680.92,19.97,36,0.1096,582.52,0.0488,,4,0,0
CUST0521,34,73525.66,747.0,20342.85,7.01,48,0.2767,487.23,0.0795,26.0,7,1,0
CUST0522,49,101291.99,829.0,38462.38,23.06,36,0.3797,1490.07,0.1765,9.0,9,2,0
CUST0523,26,43712.93,596.0,6407.46,13.29,48,0.1466,172.82,0.0474,8.0,10,3,1
CUST0524,23,39779.41,847.0,2084.41,24.41,36,0.0524,82.23,0.0248,8.0,3,5,0
CUST0525,22,50265.36,454.0,1721.52,8.17,48,0.0342,42.16,0.0101,9.0,8,2,0
CUST0526,24,62932.32,449.0,3745.88,20.18,12,0.0595,347.32,0.0662,17.0,8,1,1
CUST0527,38,126242.59,312.0,6976.12,20.02,24,0.0553,355.12,0.0338,12.0,8,1,0
CUST0528,24,45893.38,396.0,26535.82,24.62,48,0.5782,874.24,0.2286,12.0,5,2,1
CUST0529,24,116814.2,,6984.93,13.85,36,0.0598,238.22,0.0245,6.0,6,0,0
CUST0530,35,146525.63,541.0,32012.54,10.48,24,0.2185,1484.32,0.1216,25.0,5,4,1
CUST0531,37,21160.88,343.0,29472.77,18.35,60,1.3928,754.04,0.4276,4.0,6,0,1
CUST0532,53,31882.2,646.0,46611.59,24.93,12,1.462,4428.58,1.6669,1.0,6,5,1
CUST0533,56,122890.61,428.0,24904.3,10.31,60,0.2027,532.95,0.052,25.0,6,3,0
CUST0534,23,109602.5,,36495.56,8.89,12,0.333,3189.73,0.3492,15.0,8,4,0
